DeviceStd,ASL,SNR,Speech Percentage,Duration
AirPods,-26.410635527740084,40.61497111316779,0.7937893105005739,13.889560703560702
Headphones,-39.00066705155585,70.39424491815086,0.8273160877299603,14.067942131519274
Laptop,-19.24405543105478,40.21606159912831,0.742374366088621,14.947922171018945
Smartphone,-22.351958775735508,57.024433591114644,0.9136277627186673,13.434059148542046
