fileName,fileDurationInSec,fileSamplerate,audioChannels,bytesPerSample,compression,numberOfFrames,numberOfSpeechFramesWebRTC,percentageOfSpeechFramesWebRTC,speechDurationInSecWebRTC,speechPercentageP56,speechDurationP56,LoudnessITU-R1770-4,ActiveSpeechLevelP56,BandwiseBandwidthEstimation,ShortAmplitudeReversalCounts,deviceAndMicrophone
B03_9a98_Gm_R04_S02_tr.wav,17.373,48000,1,2,not compressed,579,440,0.76,13.2,0.746,12.959,-22.535,-21.741,SWB,0,Laptop with a headset or external mic
B03_480a_Gf_R07_S02_tr.wav,14.28,48000,1,2,not compressed,475,414,0.872,12.42,0.917,13.09,-23.832,-24.617,FB,1,"Smartphone, built-in mic"
B04_dfee_Gf_R08_S02_tr.wav,19.752,48000,1,2,not compressed,658,507,0.771,15.21,0.823,16.254,-21.964,-21.491,SWB,0,"Smartphone, built-in mic"
B03_99d3_Gm_R08_S02_tr.wav,15.107,48000,1,2,not compressed,503,421,0.837,12.63,0.878,13.27,-23.518,-23.717,FB,0,"Smartphone, built-in mic"
B03_2cb1_Gf_R04_S02_tr.wav,10.024,48000,2,2,not compressed,334,198,0.593,5.94,0.578,5.795,-24.283,-27.698,WB,0,"Laptop, built-in mic"
B00_e691_Gm_R09_S03_SARrestored_tr.wav,17.808,48000,1,4,not compressed,593,500,0.843,15.0,0.854,15.199,-19.382,-18.721,WB,0,"Smartphone, built-in mic"
B03_8f29_Gf_R10_S04_tr.wav,16.93,48000,1,2,not compressed,564,448,0.794,13.44,0.833,14.104,-23.976,-23.794,FB,0,"Laptop, built-in mic"
B04_0503_Gm_R05_S01_tr.wav,12.998,48000,1,2,not compressed,433,366,0.845,10.98,0.86,11.174,-20.129,-19.568,WB,0,"Smartphone, built-in mic"
B03_a046_Gm_R03_S01_tr.wav,17.082,48000,2,2,not compressed,569,477,0.838,14.31,0.904,15.441,-18.585,-21.298,SWB,0,"Laptop, built-in mic"
B03_7a8d_Gf_R03_S01_tr.wav,15.816,48000,1,2,not compressed,527,0,0.0,0.0,0.855,13.529,-63.644,-64.717,empty,0,Laptop with a headset or external mic
B03_4e7b_Gm_R06_S01_tr.wav,13.622,48000,1,2,not compressed,454,391,0.861,11.73,0.888,12.09,-21.646,-22.189,FB,0,"Laptop, built-in mic"
B03_2928_Gf_R06_S01_tr.wav,15.445,44100,1,2,not compressed,514,286,0.556,8.58,0.884,13.649,-30.008,-30.648,SWB,0,"Smartphone, built-in mic"
B04_b3e6_Gf_R02_S05_tr.wav,9.626,48000,1,2,not compressed,320,263,0.822,7.89,0.722,6.947,-19.979,-19.399,WB,0,"Smartphone, built-in mic"
B03_348a_Gf_R10_S04_tr.wav,15.411,48000,1,2,not compressed,513,408,0.795,12.24,0.868,13.37,-24.157,-23.672,FB,0,"Laptop, built-in mic"
B04_1b0a_Gf_R10_S04_tr.wav,17.352,48000,1,2,not compressed,578,469,0.811,14.07,0.865,15.009,-23.047,-24.145,FB,0,"Smartphone, built-in mic"
B03_d22a_Gf_R03_S02_tr.wav,13.453,48000,1,2,not compressed,448,384,0.857,11.52,0.902,12.137,-23.676,-23.637,FB,0,"Laptop, built-in mic"
B03_3915_Gf_R11_S05_tr.wav,9.876,48000,1,2,not compressed,329,254,0.772,7.62,0.78,7.699,-24.539,-23.964,FB,0,"Laptop, built-in mic"
B03_5484_Gm_R05_S01_tr.wav,17.268,48000,1,2,not compressed,575,466,0.81,13.98,0.842,14.531,-22.229,-21.661,FB,0,Laptop with a headset or external mic
B03_3328_Gm_R08_S02_tr.wav,15.715,48000,1,2,not compressed,523,416,0.795,12.48,0.813,12.784,-25.073,-24.258,FB,0,"Laptop, built-in mic"
B03_900a_Gf_R05_S01_tr.wav,15.614,48000,2,2,not compressed,520,455,0.875,13.65,0.9,14.051,-21.909,-25.267,WB,0,"Laptop, built-in mic"
B03_f85a_Gm_R11_S05_tr.wav,7.969,48000,2,2,not compressed,265,207,0.781,6.21,0.83,6.614,-21.171,-25.317,WB,0,"Smartphone, built-in mic"
B04_5435_Gm_R11_S05_tr.wav,9.437,48000,1,2,not compressed,314,237,0.755,7.11,0.786,7.42,-22.408,-22.057,SWB,0,"Smartphone, built-in mic"
B03_a263_Gm_R05_S01_tr.wav,15.411,48000,2,2,not compressed,513,455,0.887,13.65,0.9,13.874,-16.318,-19.961,FB,0,"Laptop, built-in mic"
B03_3450_Gf_R06_S05_tr.wav,9.606,48000,2,2,not compressed,320,251,0.784,7.53,0.762,7.324,-17.721,-22.395,WB,0,"Laptop, built-in mic"
B03_8dc5_Gm_R08_S02_tr.wav,18.33,48000,1,2,not compressed,610,465,0.762,13.95,0.79,14.48,-25.351,-25.428,FB,0,Laptop with a headset or external mic
B03_7e5b_Gm_R04_S05_tr.wav,11.328,48000,1,2,not compressed,377,249,0.66,7.47,0.712,8.068,-24.672,-23.929,FB,0,Laptop with a headset or external mic
B03_948b_Gf_R05_S01_tr.wav,12.948,48000,1,2,not compressed,431,156,0.362,4.68,0.818,10.586,-41.725,-42.115,FB,0,Laptop with a headset or external mic
B03_7668_Gf_R07_S05_tr.wav,8.155,48000,2,2,not compressed,271,104,0.384,3.12,0.884,7.213,-41.437,-44.933,FB,0,Laptop with a headset or external mic
B00_b59c_Gf_R08_S02_tr.wav,15.677,44100,2,2,not compressed,522,384,0.736,11.52,0.852,13.353,-32.107,-35.094,SWB,0,"Smartphone, built-in mic"
B03_244f_Gm_R03_S01_tr.wav,15.04,48000,2,2,not compressed,501,436,0.87,13.08,0.883,13.279,-12.71,-15.475,FB,0,"Laptop, built-in mic"
B04_c69d_Gf_R09_S03_tr.wav,21.402,48000,2,2,not compressed,713,615,0.863,18.45,0.876,18.758,-17.745,-20.585,WB,0,"Laptop, built-in mic"
B03_b09d_Gm_R08_S02_tr.wav,12.272,48000,1,2,not compressed,409,328,0.802,9.84,0.824,10.107,-23.984,-23.567,SWB,0,"Laptop, built-in mic"
B04_6244_Gf_R10_S04_tr.wav,15.749,48000,1,2,not compressed,524,459,0.876,13.77,0.891,14.04,-17.125,-17.078,SWB,0,"Smartphone, built-in mic"
B03_94ac_Gm_R04_S04_tr.wav,13.454,48000,2,2,not compressed,448,358,0.799,10.74,0.864,11.623,-27.794,-31.807,WB,0,Laptop with a headset or external mic
B00_08a4_Gm_R09_S03_SARrestored_tr.wav,12.427,48000,1,4,not compressed,414,366,0.884,10.98,0.912,11.33,-17.906,-17.38,WB,0,"Smartphone, built-in mic"
B04_22ba_Gf_R05_S01_tr.wav,12.897,48000,1,2,not compressed,429,380,0.886,11.4,0.903,11.645,-21.307,-20.499,SWB,0,"Smartphone, built-in mic"
B03_74ef_Gf_R03_S03_tr.wav,18.229,48000,1,2,not compressed,607,530,0.873,15.9,0.884,16.107,-21.112,-20.97,FB,0,"Laptop, built-in mic"
B03_f710_Gm_R02_S01_tr.wav,15.665,48000,2,2,not compressed,522,408,0.782,12.24,0.746,11.68,-20.308,-22.831,WB,0,"Laptop, built-in mic"
B04_8b6f_Gf_R08_S02_tr.wav,13.943,48000,1,2,not compressed,464,403,0.869,12.09,0.912,12.719,-25.496,-24.929,SWB,0,"Smartphone, built-in mic"
B03_5ed2_Gm_R04_S05_tr.wav,9.455,48000,1,2,not compressed,315,233,0.74,6.99,0.739,6.99,-18.17,-18.442,FB,0,"Laptop, built-in mic"
B03_536c_Gm_R02_S04_tr.wav,13.335,48000,1,2,not compressed,444,381,0.858,11.43,0.907,12.091,-22.322,-22.15,SWB,0,"Laptop, built-in mic"
B03_4de0_Gf_R07_S03_tr.wav,12.56,48000,1,2,not compressed,418,354,0.847,10.62,0.889,11.166,-26.425,-25.92,FB,0,"Laptop, built-in mic"
B03_9c6a_Gf_R04_S01_tr.wav,17.47,48000,2,2,not compressed,582,487,0.837,14.61,0.861,15.038,-20.616,-25.11,WB,0,Laptop with a headset or external mic
B00_fa4a_Gf_R11_S05_tr.wav,8.728,48000,2,2,not compressed,290,237,0.817,7.11,0.881,7.69,-20.09,-22.508,SWB,0,"Smartphone, built-in mic"
B03_1ab9_Gm_R10_S04_tr.wav,14.314,48000,2,2,not compressed,477,362,0.759,10.86,0.778,11.136,-23.179,-25.806,WB,0,"Laptop, built-in mic"
B00_0ed7_Gf_R04_S01_tr.wav,17.098,48000,2,2,not compressed,569,501,0.88,15.03,0.94,16.08,-20.125,-23.049,SWB,0,"Smartphone, built-in mic"
B03_20cb_Gf_R02_S04_tr.wav,14.55,48000,1,2,not compressed,484,436,0.901,13.08,0.869,12.647,-22.815,-22.511,FB,0,"Laptop, built-in mic"
B03_e522_Gm_R06_S01_tr.wav,13.318,48000,1,2,not compressed,443,368,0.831,11.04,0.853,11.357,-23.421,-22.965,FB,0,Laptop with a headset or external mic
B03_2639_Gf_R11_S05_tr.wav,10.551,48000,1,2,not compressed,351,313,0.892,9.39,0.901,9.511,-22.038,-22.476,FB,0,"Laptop, built-in mic"
B03_f1f6_Gf_R10_S04_tr.wav,19.09,48000,1,2,not compressed,636,536,0.843,16.08,0.869,16.583,-20.097,-19.883,FB,0,"Laptop, built-in mic"
B03_84c1_Gf_R06_S04_tr.wav,16.137,48000,1,2,not compressed,537,426,0.793,12.78,0.84,13.556,-22.686,-22.408,FB,0,"Laptop, built-in mic"
B03_e982_Gm_R06_S04_tr.wav,18.347,48000,1,2,not compressed,611,472,0.773,14.16,0.804,14.752,-25.195,-24.708,FB,0,Laptop with a headset or external mic
B03_e780_Gf_R10_S04_tr.wav,13.288,48000,1,2,not compressed,442,383,0.867,11.49,0.865,11.492,-23.691,-23.355,FB,0,Laptop with a headset or external mic
B03_b1c6_Gf_R03_S02_tr.wav,13.825,48000,1,2,not compressed,460,397,0.863,11.91,0.876,12.11,-22.208,-21.735,FB,0,"Laptop, built-in mic"
B03_83af_Gm_R01_S02_tr.wav,15.8,48000,1,2,not compressed,526,431,0.819,12.93,0.846,13.373,-23.117,-24.676,FB,0,Laptop with a headset or external mic
B03_46ad_Gm_R07_S04_tr.wav,11.935,48000,1,2,not compressed,397,344,0.866,10.32,0.887,10.583,-22.202,-21.534,FB,0,Laptop with a headset or external mic
B03_881f_Gm_R06_S01_tr.wav,16.934,48000,1,2,not compressed,564,461,0.817,13.83,0.852,14.43,-26.783,-26.686,FB,0,"Smartphone, built-in mic"
B03_62db_Gf_R06_S02_tr.wav,16.579,44100,1,2,not compressed,552,479,0.868,14.37,0.898,14.891,-23.254,-22.914,SWB,0,"Smartphone, built-in mic"
B03_2965_Gm_R06_S03_tr.wav,21.824,48000,1,2,not compressed,727,603,0.829,18.09,0.859,18.754,-24.616,-23.614,SWB,0,"Laptop, built-in mic"
B04_4933_Gf_R11_S05_tr.wav,8.614,48000,1,2,not compressed,287,235,0.819,7.05,0.863,7.438,-24.492,-24.505,NB,0,"Laptop, built-in mic"
B04_5234_Gm_R11_S05_tr.wav,7.902,48000,1,2,not compressed,263,202,0.768,6.06,0.77,6.087,-16.905,-16.229,FB,0,"Smartphone, built-in mic"
B03_bb17_Gm_R09_S03_tr.wav,20.305,48000,1,2,not compressed,676,530,0.784,15.9,0.802,16.293,-24.146,-23.923,WB,0,Laptop with a headset or external mic
B03_49c1_Gf_R06_S05_tr.wav,8.796,48000,1,2,not compressed,293,188,0.642,5.64,0.78,6.86,-26.401,-26.696,FB,0,"Laptop, built-in mic"
B03_bd52_Gf_R07_S01_tr.wav,16.289,48000,1,2,not compressed,542,454,0.838,13.62,0.886,14.427,-23.826,-23.836,FB,0,Smartphone with a headset or external mic
B03_9352_Gf_R01_S05_tr.wav,7.615,48000,1,2,not compressed,253,201,0.794,6.03,0.837,6.376,-23.742,-23.463,SWB,0,"Laptop, built-in mic"
B03_2b75_Gm_R08_S02_tr.wav,11.614,48000,1,2,not compressed,387,338,0.873,10.14,0.895,10.396,-24.692,-23.827,FB,0,"Laptop, built-in mic"
B04_b700_Gf_R09_S03_tr.wav,17.217,48000,1,2,not compressed,573,507,0.885,15.21,0.892,15.358,-20.377,-19.824,SWB,0,"Smartphone, built-in mic"
B03_77d3_Gm_R06_S05_tr.wav,9.084,48000,2,2,not compressed,302,210,0.695,6.3,0.714,6.482,-23.399,-26.092,WB,0,"Laptop, built-in mic"
B03_905f_Gf_R05_S01_tr.wav,20.221,48000,1,2,not compressed,674,592,0.878,17.76,0.91,18.41,-22.422,-24.213,FB,0,Laptop with a headset or external mic
B03_f6db_Gf_R01_S04_tr.wav,18.313,48000,1,2,not compressed,610,504,0.826,15.12,0.855,15.657,-22.665,-22.763,FB,0,"Laptop, built-in mic"
B03_66f8_Gm_R08_S02_tr.wav,15.563,48000,1,2,not compressed,518,429,0.828,12.87,0.854,13.297,-22.821,-22.513,FB,0,"Laptop, built-in mic"
B00_6d11_Gf_R03_S03_tr.wav,17.842,48000,2,2,not compressed,594,519,0.874,15.57,0.905,16.144,-18.918,-21.431,SWB,0,"Smartphone, built-in mic"
B03_fe76_Gm_R08_S02_tr.wav,13.808,48000,2,2,not compressed,460,404,0.878,12.12,0.88,12.147,-12.493,-15.248,FB,0,"Laptop, built-in mic"
B03_788f_Gf_R02_S05_tr.wav,7.919,48000,1,2,not compressed,263,203,0.772,6.09,0.781,6.183,-19.664,-20.555,FB,0,Smartphone with a headset or external mic
B04_d8ee_Gf_R05_S01_tr.wav,15.293,48000,1,2,not compressed,509,450,0.884,13.5,0.894,13.675,-23.91,-23.563,SWB,0,"Smartphone, built-in mic"
B04_3a0b_Gf_R08_S02_tr.wav,12.559,48000,1,2,not compressed,418,352,0.842,10.56,0.839,10.54,-19.831,-19.377,SWB,0,"Smartphone, built-in mic"
B00_a225_Gf_R07_S04_tr.wav,16.238,48000,2,2,not compressed,541,468,0.865,14.04,0.928,15.072,-22.157,-27.436,WB,0,"Smartphone, built-in mic"
B03_1cc1_Gm_R07_S01_tr.wav,16.559,48000,2,2,not compressed,551,376,0.682,11.28,0.856,14.174,-37.562,-41.51,WB,0,"Laptop, built-in mic"
B03_832c_Gm_R09_S03_tr.wav,16.137,48000,1,2,not compressed,537,423,0.788,12.69,0.824,13.298,-22.648,-23.183,FB,0,"Laptop, built-in mic"
B03_b057_Gf_R08_S02_tr.wav,17.436,48000,1,2,not compressed,581,496,0.854,14.88,0.909,15.844,-24.17,-25.999,FB,0,Laptop with a headset or external mic
B04_f5c3_Gf_R05_S01_tr.wav,12.779,48000,1,2,not compressed,425,389,0.915,11.67,0.89,11.378,-23.58,-23.231,SWB,0,"Smartphone, built-in mic"
B03_1731_Gf_R10_S04_tr.wav,13.521,48000,1,2,not compressed,450,398,0.884,11.94,0.885,11.965,-17.716,-17.214,WB,0,"Smartphone, built-in mic"
B03_a05b_Gf_R02_S04_tr.wav,20.575,48000,1,2,not compressed,685,555,0.81,16.65,0.816,16.789,-22.091,-22.258,SWB,0,"Laptop, built-in mic"
B03_df2b_Gf_R03_S03_tr.wav,13.285,48000,1,2,not compressed,442,408,0.923,12.24,0.893,11.87,-22.439,-22.284,FB,0,Laptop with a headset or external mic
B03_7752_Gf_R01_S01_tr.wav,17.865,48000,1,2,not compressed,595,497,0.835,14.91,0.832,14.855,-20.055,-19.779,FB,0,"Laptop, built-in mic"
B03_7646_Gf_R06_S02_tr.wav,15.546,48000,1,2,not compressed,518,436,0.842,13.08,0.881,13.701,-22.607,-23.132,FB,0,"Laptop, built-in mic"
B03_077a_Gm_R02_S05_tr.wav,9.167,48000,1,2,not compressed,305,242,0.793,7.26,0.82,7.521,-24.226,-25.361,WB,0,Laptop with a headset or external mic
B03_7153_Gf_R02_S04_tr.wav,16.255,48000,1,2,not compressed,541,438,0.81,13.14,0.822,13.363,-25.069,-25.165,FB,0,"Laptop, built-in mic"
B03_0076_Gm_R04_S01_tr.wav,17.369,48000,1,2,not compressed,578,486,0.841,14.58,0.854,14.839,-24.882,-24.54,FB,0,"Laptop, built-in mic"
B00_9e0c_Gf_R02_S04_tr.wav,15.682,48000,2,2,not compressed,522,380,0.728,11.4,0.888,13.93,-39.381,-42.118,WB,0,"Smartphone, built-in mic"
B03_f36a_Gm_R03_S04_tr.wav,11.788,48000,1,2,not compressed,392,334,0.852,10.02,0.85,10.018,-23.113,-22.597,FB,0,Laptop with a headset or external mic
B03_5976_Gf_R08_S02_tr.wav,13.588,48000,1,2,not compressed,452,386,0.854,11.58,0.876,11.902,-22.875,-23.763,FB,0,"Smartphone, built-in mic"
B03_8f66_Gm_R05_S01_tr.wav,18.488,48000,1,2,not compressed,616,559,0.907,16.77,0.833,15.395,-23.341,-22.633,FB,0,"Laptop, built-in mic"
B00_8389_Gf_R07_S05_tr.wav,10.095,48000,2,2,not compressed,336,213,0.634,6.39,0.682,6.882,-29.382,-32.207,WB,0,"Smartphone, built-in mic"
B03_0b2d_Gm_R04_S01_tr.wav,17.2,48000,2,2,not compressed,573,469,0.818,14.07,0.858,14.753,-22.427,-25.061,SWB,0,"Laptop, built-in mic"
B03_79b7_Gf_R03_S03_tr.wav,14.332,48000,1,2,not compressed,477,383,0.803,11.49,0.821,11.761,-17.812,-18.09,FB,0,"Laptop, built-in mic"
B04_28a8_Gm_R05_S01_tr.wav,12.61,48000,1,2,not compressed,420,344,0.819,10.32,0.868,10.949,-23.06,-22.925,SWB,0,"Smartphone, built-in mic"
B03_4170_Gm_R09_S03_tr.wav,18.745,48000,1,2,not compressed,624,490,0.785,14.7,0.828,15.525,-25.843,-26.109,SWB,0,Laptop with a headset or external mic
B03_0d75_Gm_R07_S05_tr.wav,11.007,48000,1,2,not compressed,366,355,0.97,10.65,0.948,10.439,-16.331,-18.416,FB,0,Laptop with a headset or external mic
B03_83f9_Gm_R01_S05_tr.wav,7.817,48000,1,2,not compressed,260,208,0.8,6.24,0.851,6.649,-24.293,-26.196,FB,0,"Laptop, built-in mic"
B04_630e_Gf_R02_S03_tr.wav,17.453,48000,1,2,not compressed,581,393,0.676,11.79,0.822,14.343,-37.311,-36.981,FB,2,"Smartphone, built-in mic"
B03_2032_Gf_R01_S03_tr.wav,16.576,48000,2,2,not compressed,552,487,0.882,14.61,0.83,13.753,-17.025,-19.942,WB,0,"Laptop, built-in mic"
B03_4c43_Gm_R02_S01_tr.wav,17.031,48000,2,2,not compressed,567,478,0.843,14.34,0.823,14.009,-18.867,-21.474,WB,0,Laptop with a headset or external mic
B03_d1da_Gf_R03_S03_tr.wav,15.445,48000,1,2,not compressed,514,430,0.837,12.9,0.878,13.564,-23.077,-22.837,FB,0,"Laptop, built-in mic"
B00_a092_Gm_R08_S02_tr.wav,13.099,48000,2,2,not compressed,436,376,0.862,11.28,0.885,11.594,-20.593,-22.83,SWB,0,"Smartphone, built-in mic"
B04_3e62_Gm_R05_S01_tr.wav,15.462,48000,1,2,not compressed,515,435,0.845,13.05,0.878,13.569,-27.02,-26.309,WB,0,"Smartphone, built-in mic"
B03_15f8_Gm_R03_S02_tr.wav,13.96,48000,1,2,not compressed,465,363,0.781,10.89,0.887,12.381,-23.575,-23.865,FB,0,"Laptop, built-in mic"
B00_e0d4_Gm_R05_S01_tr.wav,13.37,48000,2,2,not compressed,445,372,0.836,11.16,0.844,11.283,-18.067,-20.595,WB,0,"Smartphone, built-in mic"
B03_d057_Gm_R07_S03_tr.wav,16.845,48000,1,2,not compressed,561,427,0.761,12.81,0.793,13.358,-24.78,-23.991,FB,0,Laptop with a headset or external mic
B04_c398_Gm_R08_S02_tr.wav,13.875,48000,1,2,not compressed,462,381,0.825,11.43,0.82,11.38,-18.401,-17.937,WB,0,"Laptop, built-in mic"
B03_801d_Gm_R09_S03_tr.wav,14.365,48000,1,2,not compressed,478,413,0.864,12.39,0.88,12.641,-20.984,-20.468,SWB,0,"Smartphone, built-in mic"
B03_2ba0_Gf_R07_S03_tr.wav,14.567,48000,1,2,not compressed,485,385,0.794,11.55,0.841,12.255,-23.609,-22.913,SWB,0,"Smartphone, built-in mic"
B03_e31f_Gf_R07_S05_tr.wav,11.429,48000,1,2,not compressed,380,286,0.753,8.58,0.773,8.832,-21.796,-22.085,WB,0,Laptop with a headset or external mic
B04_0092_Gf_R09_S03_tr.wav,15.074,48000,1,2,not compressed,502,439,0.875,13.17,0.916,13.808,-15.74,-16.225,FB,0,"Smartphone, built-in mic"
B03_386d_Gf_R11_S05_tr.wav,9.726,48000,1,2,not compressed,324,243,0.75,7.29,0.783,7.62,-24.13,-24.164,FB,0,"Laptop, built-in mic"
B03_b353_Gm_R04_S01_tr.wav,19.057,48000,1,2,not compressed,635,526,0.828,15.78,0.869,16.569,-21.92,-23.498,FB,0,Laptop with a headset or external mic
B03_1eff_Gf_R02_S04_tr.wav,14.618,24000,1,2,not compressed,487,336,0.69,10.08,0.786,11.486,-37.87,-37.548,SWB,0,Smartphone with a headset or external mic
B00_47c0_Gf_R06_S05_tr.wav,9.167,48000,2,2,not compressed,305,230,0.754,6.9,0.844,7.741,-23.543,-26.628,WB,0,"Smartphone, built-in mic"
B03_72b0_Gf_R06_S05_tr.wav,8.678,48000,1,2,not compressed,289,214,0.74,6.42,0.782,6.789,-21.547,-22.123,FB,0,"Laptop, built-in mic"
B04_e554_Gm_R10_S04_tr.wav,13.622,48000,1,2,not compressed,454,335,0.738,10.05,0.774,10.547,-19.467,-19.804,NB,0,"Smartphone, built-in mic"
B03_442b_Gm_R05_S01_tr.wav,12.441,48000,1,2,not compressed,414,357,0.862,10.71,0.889,11.063,-27.203,-27.108,SWB,0,Laptop with a headset or external mic
B03_eab5_Gm_R04_S01_tr.wav,12.66,48000,1,2,not compressed,421,310,0.736,9.3,0.782,9.903,-22.8,-22.595,SWB,0,"Laptop, built-in mic"
B04_9338_Gf_R10_S04_tr.wav,14.298,48000,1,2,not compressed,476,421,0.884,12.63,0.945,13.505,-26.159,-26.131,SWB,0,"Smartphone, built-in mic"
B03_1725_Gm_R01_S01_tr.wav,18.027,48000,1,2,not compressed,600,491,0.818,14.73,0.824,14.86,-20.685,-21.244,WB,0,Laptop with a headset or external mic
B03_6b9e_Gm_R10_S04_tr.wav,13.201,48000,1,2,not compressed,440,413,0.939,12.39,0.911,12.03,-20.847,-23.975,FB,0,"Laptop, built-in mic"
B03_af59_Gf_R01_S04_tr.wav,15.783,48000,1,2,not compressed,526,442,0.84,13.26,0.856,13.516,-24.8,-24.212,FB,0,"Laptop, built-in mic"
B04_bb7e_Gm_R05_S01_tr.wav,13.808,48000,1,2,not compressed,460,398,0.865,11.94,0.847,11.696,-17.469,-17.536,SWB,0,"Smartphone, built-in mic"
B00_fed1_Gm_R05_S01_tr.wav,13.606,48000,2,2,not compressed,453,378,0.834,11.34,0.871,11.857,-22.859,-25.748,SWB,0,"Smartphone, built-in mic"
B03_90af_Gm_R05_S01_tr.wav,13.707,48000,2,2,not compressed,456,372,0.816,11.16,0.851,11.662,-24.897,-28.272,WB,0,Laptop with a headset or external mic
B03_4ff2_Gf_R10_S04_tr.wav,18.145,48000,2,2,not compressed,604,458,0.758,13.74,0.75,13.614,-23.32,-27.077,WB,0,"Laptop, built-in mic"
B04_d702_Gf_R02_S03_tr.wav,15.58,48000,1,2,not compressed,519,458,0.882,13.74,0.875,13.629,-16.519,-16.165,SWB,0,"Smartphone, built-in mic"
B04_b2ad_Gf_R11_S05_tr.wav,10.416,48000,1,2,not compressed,347,267,0.769,8.01,0.839,8.735,-28.623,-27.669,WB,0,"Smartphone, built-in mic"
B03_2ec5_Gf_R09_S03_tr.wav,13.757,48000,1,2,not compressed,458,377,0.823,11.31,0.865,11.902,-26.365,-25.838,FB,0,"Laptop, built-in mic"
B04_9d2e_Gf_R03_S02_tr.wav,15.782,48000,1,2,not compressed,526,435,0.827,13.05,0.846,13.35,-23.544,-24.037,SWB,0,Smartphone with a headset or external mic
B00_5579_Gm_R02_S03_tr.wav,15.968,48000,2,2,not compressed,532,425,0.799,12.75,0.831,13.262,-25.109,-27.544,WB,0,Smartphone with a headset or external mic
B03_a767_Gm_R03_S02_tr.wav,12.745,48000,1,2,not compressed,424,354,0.835,10.62,0.845,10.773,-23.782,-23.278,FB,0,"Laptop, built-in mic"
B03_c5eb_Gm_R01_S03_tr.wav,12.761,48000,1,2,not compressed,425,375,0.882,11.25,0.843,10.763,-20.994,-20.717,FB,0,Laptop with a headset or external mic
B03_4478_Gm_R05_S01_tr.wav,13.656,48000,1,2,not compressed,455,383,0.842,11.49,0.868,11.847,-22.372,-22.338,FB,0,"Laptop, built-in mic"
B04_f484_Gm_R09_S03_tr.wav,16.964,48000,1,2,not compressed,565,453,0.802,13.59,0.818,13.879,-15.745,-14.87,FB,0,"Smartphone, built-in mic"
B00_4319_Gf_R02_S05_tr.wav,9.089,48000,2,2,not compressed,302,230,0.762,6.9,0.77,7.002,-18.368,-20.62,SWB,0,"Smartphone, built-in mic"
B03_cd75_Gf_R07_S02_tr.wav,13.842,48000,1,2,not compressed,461,415,0.9,12.45,0.913,12.635,-25.035,-25.352,FB,0,Laptop with a headset or external mic
B03_d7f0_Gm_R08_S02_tr.wav,18.145,48000,1,2,not compressed,604,504,0.834,15.12,0.874,15.865,-24.89,-23.947,SWB,0,"Laptop, built-in mic"
B04_cbf4_Gf_R01_S01_tr.wav,16.525,48000,1,2,not compressed,550,463,0.842,13.89,0.882,14.571,-24.08,-23.283,FB,0,"Laptop, built-in mic"
B03_9dd2_Gm_R06_S02_tr.wav,14.753,48000,1,2,not compressed,491,35,0.071,1.05,0.388,5.718,-46.032,-46.219,empty,0,Laptop with a headset or external mic
B03_f66c_Gf_R02_S01_tr.wav,17.625,48000,1,2,not compressed,587,464,0.79,13.92,0.788,13.892,-21.451,-22.834,FB,0,"Laptop, built-in mic"
B04_cbcd_Gf_R04_S02_tr.wav,12.88,48000,1,2,not compressed,429,364,0.848,10.92,0.853,10.984,-20.558,-20.676,SWB,0,"Smartphone, built-in mic"
B03_1a10_Gm_R11_S05_tr.wav,9.269,48000,2,2,not compressed,308,222,0.721,6.66,0.752,6.974,-21.459,-24.947,FB,0,Laptop with a headset or external mic
B04_db26_Gf_R11_S05_tr.wav,10.45,48000,1,2,not compressed,348,258,0.741,7.74,0.809,8.455,-20.092,-20.506,SWB,0,"Smartphone, built-in mic"
B00_1f76_Gm_R11_S05_tr.wav,8.56,48000,2,2,not compressed,285,223,0.782,6.69,0.727,6.223,-11.344,-14.262,FB,0,"Smartphone, built-in mic"
B03_f850_Gm_R02_S02_tr.wav,18.772,48000,2,2,not compressed,625,505,0.808,15.15,0.671,12.604,-14.603,-17.122,SWB,0,"Laptop, built-in mic"
B03_52d8_Gf_R06_S05_tr.wav,7.868,48000,1,2,not compressed,262,214,0.817,6.42,0.851,6.697,-25.012,-24.397,FB,0,"Laptop, built-in mic"
B03_573e_Gf_R07_S04_tr.wav,14.635,48000,1,2,not compressed,487,445,0.914,13.35,0.922,13.487,-25.547,-26.015,FB,0,Laptop with a headset or external mic
B03_830b_Gf_R07_S01_tr.wav,15.191,44100,1,2,not compressed,506,454,0.897,13.62,0.894,13.587,-21.198,-20.706,SWB,0,"Smartphone, built-in mic"
B03_7cf7_Gf_R07_S04_tr.wav,16.98,48000,1,2,not compressed,565,462,0.818,13.86,0.856,14.542,-24.452,-24.133,SWB,0,"Laptop, built-in mic"
B04_fe5c_Gf_R09_S03_tr.wav,15.918,48000,1,2,not compressed,530,439,0.828,13.17,0.88,14.0,-21.465,-21.384,SWB,0,"Smartphone, built-in mic"
B03_8589_Gm_R06_S04_tr.wav,16.963,48000,1,2,not compressed,565,445,0.788,13.35,0.793,13.445,-25.116,-25.093,WB,0,Laptop with a headset or external mic
B04_b5e9_Gm_R09_S03_tr.wav,20.153,48000,1,2,not compressed,671,603,0.899,18.09,0.921,18.569,-25.194,-24.683,SWB,0,"Smartphone, built-in mic"
