,Participant_ID,Gender,Condition,Device,Sentence,File_Name,Remarks,ASL,Percentage of Speech,Duration,Loudness,Bandwidth,SNR
135,P03,F,In the lab doors/windows closed,Smartphone (iPhone 11 Pro),S01,P03_F_C1_Smartphone_S01.wav,,-26.35217809514707,0.8025593224887473,17.983990929705215,-26.661214079742464,FB,40.19131081748679
136,P03,F,In the lab doors/windows closed,Smartphone (iPhone 11 Pro),S02,P03_F_C1_Smartphone_S02.wav,,-25.47237297144889,0.7765987967164573,16.511995464852607,-25.643408233483218,SWB,39.09400278607213
137,P03,F,In the lab doors/windows closed,Smartphone (iPhone 11 Pro),S03,P03_F_C1_Smartphone_S03.wav,,-25.1982588473666,0.8129835574039547,17.151995464852607,-25.46291805862371,SWB,39.58391760115225
138,P03,F,In the lab doors/windows closed,Smartphone (iPhone 11 Pro),S04,P03_F_C1_Smartphone_S04.wav,,-24.84670806042736,0.8262501045705215,15.893333333333333,-25.13989739162692,FB,40.92958095455749
139,P03,F,In the lab doors/windows closed,Smartphone (iPhone 11 Pro),S05,P03_F_C1_Smartphone_S05.wav,,-23.3507757446832,0.6810547996818894,10.453333333333331,-23.64202422835761,SWB,42.1835802575707
140,P03,F,In the lab TV noise,AirPods,S01,P03_F_C2_AirPods_S01.wav,,-30.385184249015435,0.826026543088946,17.902585034013605,-30.5994976032635,NB,39.19158919527093
141,P03,F,In the lab TV noise,AirPods,S02,P03_F_C2_AirPods_S02.wav,,-27.882983599712425,0.7692698566383326,16.788027210884355,-28.375368259383357,NB,40.53851923988759
142,P03,F,In the lab TV noise,AirPods,S03,P03_F_C2_AirPods_S03.wav,,-27.38612702031953,0.8103923545310996,17.647165532879818,-27.81141951706277,NB,37.28141764516501
143,P03,F,In the lab TV noise,AirPods,S04,P03_F_C2_AirPods_S04.wav,,-27.023968217484885,0.762802866879627,18.04190476190476,-27.4056613956488,NB,38.99252866589506
144,P03,F,In the lab TV noise,AirPods,S05,P03_F_C2_AirPods_S05.wav,,-25.826721945372245,0.5901303296071176,12.422675736961452,-26.648896138225783,NB,43.75581770844719
145,P03,F,In the lab open windows,Laptop (Lenovo ThinkPad X1 Carbon),S01,P03_F_C3_Laptop_S01.wav,,-17.5447035533691,0.778445599780888,17.151995464852607,-14.430996852858582,WB,38.39519731268244
146,P03,F,In the lab open windows,Laptop (Lenovo ThinkPad X1 Carbon),S02,P03_F_C3_Laptop_S02.wav,,-16.23099817112097,0.6718647426547862,16.64,-13.497043229514093,WB,39.45610543881175
147,P03,F,In the lab open windows,Laptop (Lenovo ThinkPad X1 Carbon),S03,P03_F_C3_Laptop_S03.wav,,-15.788629175245829,0.7093948467886078,17.51467120181406,-12.961265182308049,WB,38.04633322669929
148,P03,F,In the lab open windows,Laptop (Lenovo ThinkPad X1 Carbon),S04,P03_F_C3_Laptop_S04.wav,,-15.559099299867167,0.6833066019179939,18.56,-12.904491203437546,WB,39.149443978560605
149,P03,F,In the lab open windows,Laptop (Lenovo ThinkPad X1 Carbon),S05,P03_F_C3_Laptop_S05.wav,,-15.306439969932493,0.5934633149166831,12.24532879818594,-12.584768900218425,WB,41.94345320895452
150,P03,F,In the lab open door,AirPods,S01,P03_F_C4_AirPods_S01.wav,,-31.893132396956226,0.7667886641761631,17.08988662131519,-32.54440280698667,FB,39.06657218704504
151,P03,F,In the lab open door,AirPods,S02,P03_F_C4_AirPods_S02.wav,,-29.38846918161893,0.6992483338171224,17.345306122448978,-30.03053570885582,NB,38.15450125205243
152,P03,F,In the lab open door,AirPods,S03,P03_F_C4_AirPods_S03.wav,,-30.317841411830543,0.7243660132609415,18.877823129251706,-30.963448406258923,NB,37.09178120136997
153,P03,F,In the lab open door,AirPods,S04,P03_F_C4_AirPods_S04.wav,,-29.597120851231782,0.6217835441373513,20.45678004535148,-30.215618819685197,NB,37.74160761244044
154,P03,F,In the lab open door,AirPods,S05,P03_F_C4_AirPods_S05.wav,,-28.15180389245405,0.5892770391879395,11.54031746031746,-28.869401137660315,NB,42.70734029689684
155,P03,F,In the lab office,Laptop (Lenovo ThinkPad X1 Carbon),S01,P03_F_C5_Laptop_S01.wav,,-18.953943250517806,0.5873560910457473,18.32532879818594,-16.120645297801197,WB,38.23460872574833
156,P03,F,In the lab office,Laptop (Lenovo ThinkPad X1 Carbon),S02,P03_F_C5_Laptop_S02.wav,,-16.62077605012248,0.6468271804485878,16.981337868480725,-14.05525479618752,WB,37.3363007378797
157,P03,F,In the lab office,Laptop (Lenovo ThinkPad X1 Carbon),S03,P03_F_C5_Laptop_S03.wav,,-16.832396422822793,0.6753448734842636,17.983990929705215,-13.927901428485082,WB,37.3130648802652
158,P03,F,In the lab office,Laptop (Lenovo ThinkPad X1 Carbon),S04,P03_F_C5_Laptop_S04.wav,,-16.96624352676824,0.6755009641625472,16.256009070294784,-13.746174218154993,WB,36.92315087196278
159,P03,F,In the lab office,Laptop (Lenovo ThinkPad X1 Carbon),S05,P03_F_C5_Laptop_S05.wav,,-16.741526449432246,0.5035985931832493,11.306666666666668,-13.989247846083025,WB,41.38906164342328
160,P03,F,In front of MAR,Smartphone (iPhone 11 Pro),S01,P03_F_C6_Smartphone_S01.wav,,-16.361768696989834,0.9820258981701,16.490657596371882,-16.42623690532781,SWB,36.36544001055603
161,P03,F,In front of MAR,Smartphone (iPhone 11 Pro),S02,P03_F_C6_Smartphone_S02.wav,,-16.459939979321607,0.9519770116117386,15.72267573696145,-16.43930421973345,SWB,38.47553085799653
162,P03,F,In front of MAR,Smartphone (iPhone 11 Pro),S03,P03_F_C6_Smartphone_S03.wav,,-16.971516207981992,0.9700683721898334,16.810657596371883,-16.505551358587475,FB,34.759923069908375
163,P03,F,In front of MAR,Smartphone (iPhone 11 Pro),S04,P03_F_C6_Smartphone_S04.wav,,-16.973613960240158,0.9263670254341706,17.023990929705214,-16.41985005407362,FB,38.48624568985579
164,P03,F,In front of MAR,Smartphone (iPhone 11 Pro),S05,P03_F_C6_Smartphone_S05.wav,,-16.50847144983276,0.9017179821972432,10.56,-15.80035114753318,SWB,43.51321290369036
165,P03,F,Campus,AirPods,S01,P03_F_C7_AirPods_S01.wav,,-25.223683108095585,0.7862066687758388,16.72532879818594,-25.858246226827376,SWB,39.93944275779965
166,P03,F,Campus,AirPods,S02,P03_F_C7_AirPods_S02.wav,,-25.159373995930668,0.7611317757919024,15.40267573696145,-25.522361414273487,SWB,39.64987866274048
167,P03,F,Campus,AirPods,S03,P03_F_C7_AirPods_S03.wav,,-24.20343407543705,0.7947408482827115,16.55467120181406,-24.58894248879893,SWB,38.51955598532782
168,P03,F,Campus,AirPods,S04,P03_F_C7_AirPods_S04.wav,,-24.589928455300125,0.7586662331573906,16.213333333333335,-24.843256787586323,SWB,39.46292110748296
169,P03,F,Campus,AirPods,S05,P03_F_C7_AirPods_S05.wav,,-23.22009577133918,0.7178508192585554,9.813333333333333,-23.58795847715015,SWB,43.23740401015412
170,P03,F,U-Bhf,Smartphone (iPhone 11 Pro),S01,P03_F_C8_Smartphone_S01.wav,,-16.45981787423903,0.9864434625856632,16.46934240362812,-16.74796119256231,SWB,36.54103429704348
171,P03,F,U-Bhf,Smartphone (iPhone 11 Pro),S02,P03_F_C8_Smartphone_S02.wav,,-17.254318280837776,0.9526180069957104,15.210657596371885,-17.10238348447769,SWB,36.92290411484296
172,P03,F,U-Bhf,Smartphone (iPhone 11 Pro),S03,P03_F_C8_Smartphone_S03.wav,,-18.937444535931085,0.9576856474500972,16.256009070294784,-19.26683048855743,SWB,38.47996267595128
173,P03,F,U-Bhf,Smartphone (iPhone 11 Pro),S04,P03_F_C8_Smartphone_S04.wav,,-16.798113013013722,0.970634220831042,15.146666666666668,-17.63922570848799,SWB,39.91064747234749
174,P03,F,U-Bhf,Smartphone (iPhone 11 Pro),S05,P03_F_C8_Smartphone_S05.wav,,-17.193562837012234,0.9174553215701876,9.493333333333334,-17.319839900612923,SWB,46.29750893728324
175,P03,F,Mensa,AirPods,S01,P03_F_C9_AirPods_S01.wav,,-27.43821826617104,0.835507196357001,15.573333333333334,-27.82701093016644,SWB,39.08336368556321
176,P03,F,Mensa,AirPods,S02,P03_F_C9_AirPods_S02.wav,,-25.206867008176538,0.7533782856774746,15.44532879818594,-25.61444518956631,SWB,39.55463957176556
177,P03,F,Mensa,AirPods,S03,P03_F_C9_AirPods_S03.wav,,-24.701214355173896,0.8029206768437621,16.213333333333335,-25.090706343254208,SWB,39.59401002789247
178,P03,F,Mensa,AirPods,S04,P03_F_C9_AirPods_S04.wav,,-24.691435473746743,0.7618965817008664,15.91467120181406,-25.14424417789964,SWB,38.983355193102526
179,P03,F,Mensa,AirPods,S05,P03_F_C9_AirPods_S05.wav,,-24.659781433523595,0.6536981030877447,10.24,-25.39846926966413,SWB,44.4602444359744
180,P04,M,In the lab doors/windows closed,Laptop (Lenovo ThinkPad X1 Carbon),S01,P04_M_C1_Laptop_S01.wav,,-20.838829598667967,0.7614251749156766,18.858662131519274,-18.43153496588609,WB,41.16856841667661
181,P04,M,In the lab doors/windows closed,Laptop (Lenovo ThinkPad X1 Carbon),S02,P04_M_C1_Laptop_S02.wav,,-19.01903338698125,0.7160393678299826,17.066666666666666,-16.432844975977336,WB,42.46214466256088
182,P04,M,In the lab doors/windows closed,Laptop (Lenovo ThinkPad X1 Carbon),S03,P04_M_C1_Laptop_S03.wav,,-18.607900579570217,0.7501824134218337,18.41065759637188,-16.268741415089284,WB,40.66826051354652
183,P04,M,In the lab doors/windows closed,Laptop (Lenovo ThinkPad X1 Carbon),S04,P04_M_C1_Laptop_S04.wav,,-18.239719364469195,0.6858504859990767,17.621337868480726,-15.754611038084596,WB,43.93122217537706
184,P04,M,In the lab doors/windows closed,Laptop (Lenovo ThinkPad X1 Carbon),S05,P04_M_C1_Laptop_S05.wav,,-17.622213752446473,0.5538774946198385,12.202675736961451,-15.204594328873734,WB,48.70489352257091
185,P04,M,In the lab TV noise,Headset (Sennheiser PXC 550),S01,P04_M_C2_Headset_S01.wav,connected to laptop,-42.35960050595949,0.7483707599024251,16.486167800453515,-41.60863599776019,FB,65.20700788133537
186,P04,M,In the lab TV noise,Headset (Sennheiser PXC 550),S02,P04_M_C2_Headset_S02.wav,connected to laptop,-42.43300348520327,0.7566580660159405,16.834467120181404,-41.275645769698976,FB,43.496106639176645
187,P04,M,In the lab TV noise,Headset (Sennheiser PXC 550),S03,P04_M_C2_Headset_S03.wav,connected to laptop,-41.04419216039759,0.7018775084840014,18.18122448979592,-40.95379153832697,FB,50.460413432894526
188,P04,M,In the lab TV noise,Headset (Sennheiser PXC 550),S04,P04_M_C2_Headset_S04.wav,connected to laptop,-41.65343313893904,0.7567550942231991,16.857687074829933,-41.46227153230869,FB,49.810987250113065
189,P04,M,In the lab TV noise,Headset (Sennheiser PXC 550),S05,P04_M_C2_Headset_S05.wav,connected to laptop,-39.71448951897051,0.6188855027381026,11.377777777777778,-39.9016747983349,FB,46.92026054801985
190,P04,M,In the lab open windows,Smartphone (iPhone 11 Pro),S01,P04_M_C3_Smartphone_S01.wav,,-25.969824499270608,0.9862788648089162,14.976009070294785,-25.17206164153508,FB,99.0
191,P04,M,In the lab open windows,Smartphone (iPhone 11 Pro),S02,P04_M_C3_Smartphone_S02.wav,,-26.697762055421663,0.8692601209911969,15.53065759637188,-25.982185941989798,FB,45.82011025533114
192,P04,M,In the lab open windows,Smartphone (iPhone 11 Pro),S03,P04_M_C3_Smartphone_S03.wav,,-25.09235632037246,0.8614819495337512,18.090657596371884,-24.60069057491903,FB,44.90750844688026
193,P04,M,In the lab open windows,Smartphone (iPhone 11 Pro),S04,P04_M_C3_Smartphone_S04.wav,,-26.146076173200605,0.9345956906812386,17.791995464852608,-25.27890092777877,FB,49.393284658247
194,P04,M,In the lab open windows,Smartphone (iPhone 11 Pro),S05,P04_M_C3_Smartphone_S05.wav,,-25.88836451173382,0.6906819986136957,10.218662131519274,-25.71437204235045,FB,52.55720608326036
195,P04,M,In the lab open door,Headset (Sennheiser PXC 550),S01,P04_M_C4_Headset_S01.wav,connected to laptop,-44.56309162076079,0.7119810666784298,15.905668934240364,-43.93582994042673,FB,43.727429548022414
196,P04,M,In the lab open door,Headset (Sennheiser PXC 550),S02,P04_M_C4_Headset_S02.wav,connected to laptop,-43.56791340108821,0.6667773030802465,15.766349206349206,-42.42877359213311,FB,45.02568031576013
197,P04,M,In the lab open door,Headset (Sennheiser PXC 550),S03,P04_M_C4_Headset_S03.wav,connected to laptop,-44.066693776281454,0.6900398159361142,17.856145124716555,-43.81512417120218,FB,49.75030032267712
198,P04,M,In the lab open door,Headset (Sennheiser PXC 550),S04,P04_M_C4_Headset_S04.wav,connected to laptop,-44.36388500907589,0.6681213443671262,17.08988662131519,-44.46110868170045,FB,43.93746702354718
199,P04,M,In the lab open door,Headset (Sennheiser PXC 550),S05,P04_M_C4_Headset_S05.wav,connected to laptop,-45.32451227971844,0.561675486083485,11.029478458049889,-45.64317501902593,FB,46.29532973915319
200,P04,M,In the lab office,Headset (Sennheiser PXC 550),S01,P04_M_C5_Headset_S01.wav,connected to laptop,-50.45509067802452,0.7153015079293437,16.703990929705217,-47.05494964434213,FB,43.23372483890214
201,P04,M,In the lab office,Headset (Sennheiser PXC 550),S02,P04_M_C5_Headset_S02.wav,connected to laptop,-44.47447886187167,0.7202900331701878,15.936009070294784,-42.59739323985663,FB,72.49552218160949
202,P04,M,In the lab office,Headset (Sennheiser PXC 550),S03,P04_M_C5_Headset_S03.wav,connected to laptop,-46.68095721030498,0.6251902612788255,17.28,-44.63702814938127,FB,48.21363359961555
203,P04,M,In the lab office,Headset (Sennheiser PXC 550),S04,P04_M_C5_Headset_S04.wav,connected to laptop,-50.12432360410008,0.5886250582510156,17.72800453514739,-47.66478415380621,FB,42.33651217531655
204,P04,M,In the lab office,Headset (Sennheiser PXC 550),S05,P04_M_C5_Headset_S05.wav,connected to laptop,-50.49593373721689,0.4973506838196323,9.92,-48.20728421053909,FB,40.57309603523124
205,P04,M,In front of MAR,Headset (Sennheiser PXC 550),S01,P04_M_C6_Headset_S01.wav,,-45.43066587117569,0.7375409357851115,16.32,-45.28580424409922,FB,99.0
206,P04,M,In front of MAR,Headset (Sennheiser PXC 550),S02,P04_M_C6_Headset_S02.wav,,-41.13485594892598,0.7894211767754756,15.04,-41.32417169627422,FB,99.0
207,P04,M,In front of MAR,Headset (Sennheiser PXC 550),S03,P04_M_C6_Headset_S03.wav,,-41.396663370765445,0.7673756271440274,16.703990929705217,-40.95744589195476,FB,45.59669843162779
208,P04,M,In front of MAR,Headset (Sennheiser PXC 550),S04,P04_M_C6_Headset_S04.wav,,-43.67875838964059,0.7275011247666993,16.76800453514739,-43.38922441235101,FB,99.0
209,P04,M,In front of MAR,Headset (Sennheiser PXC 550),S05,P04_M_C6_Headset_S05.wav,,-42.98885858980231,0.7369166507676495,9.6,-42.48998328712307,FB,99.0
210,P04,M,Campus,Smartphone (iPhone 11 Pro),S01,P04_M_C7_Smartphone_S01.wav,,-22.20513285841789,0.9128339318124016,15.850657596371882,-22.373677369552865,SWB,48.591828701321845
211,P04,M,Campus,Smartphone (iPhone 11 Pro),S02,P04_M_C7_Smartphone_S02.wav,,-21.46903703488669,0.8272560704487776,14.72,-21.912840901447407,SWB,47.5342492829759
212,P04,M,Campus,Smartphone (iPhone 11 Pro),S03,P04_M_C7_Smartphone_S03.wav,,-20.64726855315026,0.9001217572482747,17.301337868480726,-20.83032756069797,SWB,42.42045927108977
213,P04,M,Campus,Smartphone (iPhone 11 Pro),S04,P04_M_C7_Smartphone_S04.wav,,-22.101953666497028,0.912551757602114,16.36267573696145,-22.59974565277809,SWB,52.56937281073046
214,P04,M,Campus,Smartphone (iPhone 11 Pro),S05,P04_M_C7_Smartphone_S05.wav,,-20.293359052580023,0.806941783498152,8.511995464852607,-20.76912134954402,SWB,47.89876603090661
215,P04,M,U-Bhf,Headset (Sennheiser PXC 550),S01,P04_M_C8_Headset_S01.wav,,-44.010868777795935,0.7511477694986625,16.703990929705217,-42.292007787996525,FB,44.71080609357905
216,P04,M,U-Bhf,Headset (Sennheiser PXC 550),S02,P04_M_C8_Headset_S02.wav,,-43.25871758944844,0.7988030011750146,16.256009070294784,-42.26025780055693,FB,99.0
217,P04,M,U-Bhf,Headset (Sennheiser PXC 550),S03,P04_M_C8_Headset_S03.wav,,-42.054925380510106,0.7369750768084858,16.896009070294784,-40.91059500220243,FB,41.37786875233019
218,P04,M,U-Bhf,Headset (Sennheiser PXC 550),S04,P04_M_C8_Headset_S04.wav,,-43.62197996516428,0.693035346125508,16.96,-42.25578680247,FB,43.98105078630965
219,P04,M,U-Bhf,Headset (Sennheiser PXC 550),S05,P04_M_C8_Headset_S05.wav,,-42.167468924026686,0.6914122420451217,9.28,-41.63692037699924,FB,45.25412345858616
220,P04,M,Mensa,Headset (Sennheiser PXC 550),S01,P04_M_C9_Headset_S01.wav,,-42.69970465857976,0.9712945439462374,15.936009070294784,-41.30543216249855,FB,99.0
221,P04,M,Mensa,Headset (Sennheiser PXC 550),S02,P04_M_C9_Headset_S02.wav,,-43.21136812755238,0.9609536056463762,16.76800453514739,-41.84010864601698,FB,99.0
222,P04,M,Mensa,Headset (Sennheiser PXC 550),S03,P04_M_C9_Headset_S03.wav,,-43.2494015674764,0.97539444745278,17.08800453514739,-41.60966647797933,FB,99.0
223,P04,M,Mensa,Headset (Sennheiser PXC 550),S04,P04_M_C9_Headset_S04.wav,,-41.614162234018266,0.963342096507622,18.30399092970521,-39.72476681252032,FB,99.0
224,P04,M,Mensa,Headset (Sennheiser PXC 550),S05,P04_M_C9_Headset_S05.wav,,-39.10413319449936,0.9392957396117572,10.751995464852609,-37.98270533239955,FB,99.0
225,P05,M,In the lab doors/windows closed,Headset (Sennheiser PXC 550),S01,P05_M_C1_Headset_S01.wav,connected to laptop,-29.171671399269197,0.8160495144685646,15.023968253968254,-25.703581083992912,FB,40.79962135104432
226,P05,M,In the lab doors/windows closed,Headset (Sennheiser PXC 550),S02,P05_M_C1_Headset_S02.wav,connected to laptop,-30.35305245598081,0.6949959816751167,16.208185941043084,-26.600076101253617,FB,44.54621224056193
227,P05,M,In the lab doors/windows closed,Headset (Sennheiser PXC 550),S03,P05_M_C1_Headset_S03.wav,connected to laptop,-29.69016985038957,0.7341967670188394,15.441927437641723,-25.925318635071484,FB,43.32554321872756
228,P05,M,In the lab doors/windows closed,Headset (Sennheiser PXC 550),S04,P05_M_C1_Headset_S04.wav,connected to laptop,-29.119458031169625,0.7835223003620787,17.438843537414964,-25.768333855675863,FB,42.71530015884538
229,P05,M,In the lab doors/windows closed,Headset (Sennheiser PXC 550),S05,P05_M_C1_Headset_S05.wav,connected to laptop,-31.55383086104036,0.6915006970206342,10.263877551020409,-28.183901398665025,FB,49.94175593809451
230,P05,M,In the lab TV noise,Smartphone (iPhone 11 Pro),S01,P05_M_C2_Smartphone_S01.wav,,-26.00231034387016,0.9622676910272504,14.805328798185942,-25.226937915197524,FB,99.0
231,P05,M,In the lab TV noise,Smartphone (iPhone 11 Pro),S02,P05_M_C2_Smartphone_S02.wav,,-26.113270846007715,0.9692930392005312,14.997324263038548,-25.862131124735217,FB,99.0
232,P05,M,In the lab TV noise,Smartphone (iPhone 11 Pro),S03,P05_M_C2_Smartphone_S03.wav,,-25.519177183847745,0.920843171554466,15.701337868480726,-25.29274082870523,FB,99.0
233,P05,M,In the lab TV noise,Smartphone (iPhone 11 Pro),S04,P05_M_C2_Smartphone_S04.wav,,-26.01284653144401,0.9757486967068908,18.858662131519274,-25.17610181491677,FB,41.09236362770388
234,P05,M,In the lab TV noise,Smartphone (iPhone 11 Pro),S05,P05_M_C2_Smartphone_S05.wav,,-25.59158562670381,0.9722431490948852,9.130657596371885,-25.535984932092568,FB,99.0
235,P05,M,In the lab open windows,Laptop (Lenovo ThinkPad X1 Carbon),S01,P05_M_C3_Laptop_S01.wav,,-14.275440212168986,0.7104127393107297,16.106666666666666,-11.83890101276772,WB,41.34350417226413
236,P05,M,In the lab open windows,Laptop (Lenovo ThinkPad X1 Carbon),S02,P05_M_C3_Laptop_S02.wav,,-15.01154477423036,0.7303163114137223,16.042675736961453,-12.61673285869792,WB,41.254768351377926
237,P05,M,In the lab open windows,Laptop (Lenovo ThinkPad X1 Carbon),S03,P05_M_C3_Laptop_S03.wav,,-15.432733463118636,0.7877235451504823,16.511995464852607,-13.047443502893191,WB,41.06547115359591
238,P05,M,In the lab open windows,Laptop (Lenovo ThinkPad X1 Carbon),S04,P05_M_C3_Laptop_S04.wav,,-15.288283347498082,0.7685653685393262,17.08800453514739,-12.837291191838736,WB,39.36460128095588
239,P05,M,In the lab open windows,Laptop (Lenovo ThinkPad X1 Carbon),S05,P05_M_C3_Laptop_S05.wav,,-13.284716484523935,0.7157121483802152,9.173333333333334,-10.990601760789032,WB,42.58404478103304
240,P05,M,In the lab open door,Smartphone (iPhone 11 Pro),S01,P05_M_C4_Smartphone_S01.wav,,-28.217543127722784,0.8341268112813529,14.677324263038548,-28.197487895986416,FB,44.32525662626873
241,P05,M,In the lab open door,Smartphone (iPhone 11 Pro),S02,P05_M_C4_Smartphone_S02.wav,,-27.940553657402383,0.8020981736884317,17.258662131519273,-28.420146454031155,FB,46.24554653787958
242,P05,M,In the lab open door,Smartphone (iPhone 11 Pro),S03,P05_M_C4_Smartphone_S03.wav,,-28.22855015500346,0.8297213592755185,15.466666666666669,-28.624017186215017,FB,43.97951981895645
243,P05,M,In the lab open door,Smartphone (iPhone 11 Pro),S04,P05_M_C4_Smartphone_S04.wav,,-29.01542945069124,0.8737910498494478,15.91467120181406,-28.88653209711904,FB,99.0
244,P05,M,In the lab open door,Smartphone (iPhone 11 Pro),S05,P05_M_C4_Smartphone_S05.wav,,-26.321141433349567,0.7327603780070951,8.448004535147392,-26.88128228774561,FB,46.8448796154459
245,P05,M,In the lab office,Smartphone (iPhone 11 Pro),S01,P05_M_C5_Smartphone_S01.wav,,-25.87219848843667,0.9903945475707874,15.061337868480726,-26.3285880762566,FB,99.0
246,P05,M,In the lab office,Smartphone (iPhone 11 Pro),S02,P05_M_C5_Smartphone_S02.wav,,-21.337438868955413,0.9917402870109144,15.658662131519277,-22.33153288249791,SWB,34.675171916604775
247,P05,M,In the lab office,Smartphone (iPhone 11 Pro),S03,P05_M_C5_Smartphone_S03.wav,,-23.88082486089253,0.9907276239660612,15.91467120181406,-24.1104971214558,FB,46.64256300636503
248,P05,M,In the lab office,Smartphone (iPhone 11 Pro),S04,P05_M_C5_Smartphone_S04.wav,,-25.01884207126476,0.9929426476739314,18.816009070294783,-25.340174700441647,FB,99.0
249,P05,M,In the lab office,Smartphone (iPhone 11 Pro),S05,P05_M_C5_Smartphone_S05.wav,,-22.64450185313703,0.9772231001421778,8.511995464852607,-23.13787684368536,FB,99.0
250,P05,M,In front of MAR,AirPods,S01,P05_M_C6_AirPods_S01.wav,rain_noise & wind_noise,-25.934146514068495,0.8364976042400504,13.738662131519275,-26.21258413046673,SWB,40.50373292973407
251,P05,M,In front of MAR,AirPods,S02,P05_M_C6_AirPods_S02.wav,rain_noise & wind_noise,-24.86961192715309,0.7983502762560006,14.208004535147392,-25.439457232306417,SWB,37.72121940270768
252,P05,M,In front of MAR,AirPods,S03,P05_M_C6_AirPods_S03.wav,rain_noise & wind_noise,-24.362637224390625,0.8033438048671776,16.85333333333333,-25.034368891494545,SWB,37.39695682192307
253,P05,M,In front of MAR,AirPods,S04,P05_M_C6_AirPods_S04.wav,rain_noise & wind_noise,-26.628246730706586,0.7536528628880846,15.317324263038548,-27.38347473561515,SWB,39.67627700578511
254,P05,M,In front of MAR,AirPods,S05,P05_M_C6_AirPods_S05.wav,rain_noise & wind_noise,-25.236887590001448,0.7247391365751158,9.471995464852608,-25.89679383908568,SWB,45.823812414876286
255,P05,M,Campus,Smartphone (iPhone 11 Pro),S01,P05_M_C7_Smartphone_S01.wav,rain_noise & wind_noise,-21.86255304661778,0.9412109801969486,14.421337868480723,-21.585491527892,FB,48.09230126502753
256,P05,M,Campus,Smartphone (iPhone 11 Pro),S02,P05_M_C7_Smartphone_S02.wav,rain_noise & wind_noise,-22.849810540452303,0.9375165111636284,13.333333333333334,-22.684705222609185,SWB,48.58693442902868
257,P05,M,Campus,Smartphone (iPhone 11 Pro),S03,P05_M_C7_Smartphone_S03.wav,rain_noise & wind_noise,-19.819232353771124,0.978320401446761,17.663990929705214,-20.37671343394045,SWB,34.097302109286275
258,P05,M,Campus,Smartphone (iPhone 11 Pro),S04,P05_M_C7_Smartphone_S04.wav,rain_noise & wind_noise,-16.423936017718887,0.982491794634829,17.663990929705214,-17.63016109189654,SWB,30.10434048651767
259,P05,M,Campus,Smartphone (iPhone 11 Pro),S05,P05_M_C7_Smartphone_S05.wav,rain_noise & wind_noise,-16.57830783862668,0.9839463331577464,9.258662131519277,-17.629062837059344,SWB,34.23640581878213
260,P05,M,U-Bhf,AirPods,S01,P05_M_C8_AirPods_S01.wav,,-26.353477137643967,0.8005128789807351,15.616009070294783,-26.828056857309686,SWB,38.719522109857294
261,P05,M,U-Bhf,AirPods,S02,P05_M_C8_AirPods_S02.wav,,-24.02435311187636,0.902438069713849,14.762675736961452,-23.15490612073741,SWB,42.78432570619815
262,P05,M,U-Bhf,AirPods,S03,P05_M_C8_AirPods_S03.wav,,-25.03221414826348,0.8940007125856679,14.591995464852609,-25.37720534412449,SWB,37.00229984121026
263,P05,M,U-Bhf,AirPods,S04,P05_M_C8_AirPods_S04.wav,,-24.167914522750834,0.8464800990249781,15.061337868480726,-23.05315038506844,SWB,41.13709358896983
264,P05,M,U-Bhf,AirPods,S05,P05_M_C8_AirPods_S05.wav,,-23.721314355810463,0.7555416689370957,8.831995464852607,-24.15025916992461,SWB,40.37356150487378
265,P05,M,Mensa,AirPods,S01,P05_M_C9_AirPods_S01.wav,,-33.010585869685315,0.7887310371521589,14.72,-33.48068747748667,SWB,44.09421219329965
266,P05,M,Mensa,AirPods,S02,P05_M_C9_AirPods_S02.wav,,-31.46501825924212,0.7877954442158561,13.183990929705216,-31.855786940146206,SWB,46.3579607711138
267,P05,M,Mensa,AirPods,S03,P05_M_C9_AirPods_S03.wav,,-30.757366089857303,0.7805031459282152,15.957324263038547,-31.40730232985102,SWB,42.783931087507895
268,P05,M,Mensa,AirPods,S04,P05_M_C9_AirPods_S04.wav,,-31.97201470879421,0.7692603186362493,15.189342403628116,-32.40783460808065,SWB,45.65382656032224
269,P05,M,Mensa,AirPods,S05,P05_M_C9_AirPods_S05.wav,,-29.286628919069003,0.729499955043984,8.618662131519274,-29.9355731627204,SWB,43.410256234829205
270,P06,F,In the lab doors/windows closed,Smartphone (iPhone 11 Pro),S01,P06_F_C1_Smartphone_S01.wav,,-23.025301916288964,0.7248709440519981,19.07199546485261,-23.18451335532668,FB,41.01375073050481
271,P06,F,In the lab doors/windows closed,Smartphone (iPhone 11 Pro),S02,P06_F_C1_Smartphone_S02.wav,,-22.506205249579907,0.7409967837116649,15.957324263038547,-22.832867856413547,FB,40.81870646518753
272,P06,F,In the lab doors/windows closed,Smartphone (iPhone 11 Pro),S03,P06_F_C1_Smartphone_S03.wav,,-22.321183522262693,0.7897773109109055,18.41065759637188,-22.61738957328237,FB,40.89940638490291
273,P06,F,In the lab doors/windows closed,Smartphone (iPhone 11 Pro),S04,P06_F_C1_Smartphone_S04.wav,,-22.025286242414687,0.7996955789272154,16.511995464852607,-22.23132620062242,FB,40.87569053036205
274,P06,F,In the lab doors/windows closed,Smartphone (iPhone 11 Pro),S05,P06_F_C1_Smartphone_S05.wav,,-21.255005150707834,0.7577857918447669,8.725328798185942,-21.267955586864804,FB,42.69325653164604
